team_1,team_2,team_1_win_prob,team_2_win_prob,draw_prob
Brazil,Senegal,0.4434,0.2749,0.2817
Brazil,Uruguay,0.4595,0.2610,0.2795
Brazil,United States,0.4691,0.2528,0.2781
Brazil,Japan,0.4735,0.2491,0.2774
Brazil,Switzerland,0.4875,0.2375,0.2750
Brazil,Iran,0.5346,0.2003,0.2651
Brazil,Turkiye,0.5418,0.1949,0.2633
Brazil,Austria,0.5519,0.1873,0.2608
Brazil,Ecuador,0.5530,0.1865,0.2605
Brazil,South Korea,0.5590,0.1821,0.2589
Brazil,Norway,0.5602,0.1812,0.2586
Brazil,Australia,0.5740,0.1713,0.2547
Brazil,Algeria,0.5841,0.1642,0.2517
Brazil,Egypt,0.5944,0.1569,0.2487
Brazil,Canada,0.5979,0.1545,0.2476
Brazil,Ivory Coast,0.6203,0.1395,0.2402
Brazil,Panama,0.6223,0.1382,0.2395
Brazil,Scotland,0.6530,0.1186,0.2284
Brazil,Sweden,0.6571,0.1160,0.2269
Brazil,Czechia,0.6619,0.1131,0.2250
Brazil,Paraguay,0.6622,0.1129,0.2249
Brazil,DR Congo,0.6918,0.0953,0.2129
Brazil,Tunisia,0.6956,0.0932,0.2112
Brazil,Uzbekistan,0.7127,0.0836,0.2037
Brazil,Qatar,0.7207,0.0792,0.2001
Brazil,Iraq,0.7285,0.0751,0.1964
Brazil,South Africa,0.7480,0.0650,0.1870
Brazil,Saudi Arabia,0.7858,0.0469,0.1673
Brazil,Jordan,0.7878,0.0460,0.1662
Brazil,Bosnia & Herzegovina,0.7939,0.0433,0.1628
Brazil,Cape Verde,0.8127,0.0352,0.1521
Brazil,Ghana,0.8318,0.0276,0.1406
Brazil,Curacao,0.8752,0.0126,0.1122
Brazil,Haiti,0.8760,0.0125,0.1115
Brazil,New Zealand,0.8786,0.0122,0.1092
Morocco,Belgium,0.3681,0.3448,0.2871
Morocco,Germany,0.3744,0.3386,0.2870
Morocco,Netherlands,0.3775,0.3356,0.2869
Morocco,Croatia,0.4093,0.3056,0.2851
Morocco,Colombia,0.4287,0.2879,0.2834
Morocco,Mexico,0.4389,0.2788,0.2823
Morocco,Senegal,0.4403,0.2777,0.2820
Morocco,Uruguay,0.4564,0.2637,0.2799
Morocco,United States,0.4660,0.2555,0.2785
Morocco,Japan,0.4703,0.2518,0.2779
Morocco,Switzerland,0.4844,0.2401,0.2755
Morocco,Iran,0.5314,0.2028,0.2658
Morocco,Turkiye,0.5386,0.1973,0.2641
Morocco,Austria,0.5488,0.1897,0.2615
Morocco,Ecuador,0.5499,0.1889,0.2612
Morocco,South Korea,0.5558,0.1844,0.2598
Morocco,Norway,0.5571,0.1835,0.2594
Morocco,Australia,0.5708,0.1736,0.2556
Morocco,Algeria,0.5809,0.1664,0.2527
Morocco,Egypt,0.5913,0.1591,0.2496
Morocco,Canada,0.5948,0.1567,0.2485
Morocco,Ivory Coast,0.6172,0.1415,0.2413
Morocco,Panama,0.6192,0.1402,0.2406
Morocco,Scotland,0.6499,0.1205,0.2296
Morocco,Sweden,0.6540,0.1179,0.2281
Morocco,Czechia,0.6588,0.1149,0.2263
Morocco,Paraguay,0.6592,0.1147,0.2261
Morocco,DR Congo,0.6889,0.0970,0.2141
Morocco,Tunisia,0.6926,0.0949,0.2125
Morocco,Uzbekistan,0.7098,0.0852,0.2050
Morocco,Qatar,0.7179,0.0808,0.2013
Morocco,Iraq,0.7256,0.0766,0.1978
Morocco,South Africa,0.7452,0.0664,0.1884
Morocco,Saudi Arabia,0.7831,0.0481,0.1688
Morocco,Jordan,0.7851,0.0472,0.1677
Morocco,Bosnia & Herzegovina,0.7912,0.0444,0.1644
Morocco,Cape Verde,0.8101,0.0363,0.1536
Morocco,Ghana,0.8293,0.0285,0.1422
Morocco,Curacao,0.8745,0.0127,0.1128
Morocco,Haiti,0.8753,0.0126,0.1121
Morocco,New Zealand,0.8779,0.0123,0.1098
Belgium,Germany,0.3626,0.3502,0.2872
Belgium,Netherlands,0.3658,0.3471,0.2871
Belgium,Croatia,0.3973,0.3167,0.2860
Belgium,Colombia,0.4166,0.2989,0.2845
Belgium,Mexico,0.4268,0.2897,0.2835
Belgium,Senegal,0.4281,0.2885,0.2834
Belgium,Uruguay,0.4441,0.2743,0.2816
Belgium,United States,0.4537,0.2660,0.2803
Belgium,Japan,0.4581,0.2622,0.2797
Belgium,Switzerland,0.4720,0.2504,0.2776
Belgium,Iran,0.5191,0.2123,0.2686
Belgium,Turkiye,0.5263,0.2067,0.2670
Belgium,Austria,0.5364,0.1990,0.2646
Belgium,Ecuador,0.5375,0.1981,0.2644
Belgium,South Korea,0.5435,0.1936,0.2629
Belgium,Norway,0.5447,0.1927,0.2626
Belgium,Australia,0.5585,0.1825,0.2590
Belgium,Algeria,0.5686,0.1751,0.2563
Belgium,Egypt,0.5791,0.1677,0.2532
Belgium,Canada,0.5826,0.1652,0.2522
Belgium,Ivory Coast,0.6051,0.1497,0.2452
Belgium,Panama,0.6071,0.1483,0.2446
Belgium,Scotland,0.6380,0.1280,0.2340
Belgium,Sweden,0.6421,0.1254,0.2325
Belgium,Czechia,0.6470,0.1223,0.2307
Belgium,Paraguay,0.6473,0.1221,0.2306
Belgium,DR Congo,0.6773,0.1038,0.2189
Belgium,Tunisia,0.6811,0.1016,0.2173
Belgium,Uzbekistan,0.6984,0.0915,0.2101
Belgium,Qatar,0.7066,0.0870,0.2064
Belgium,Iraq,0.7144,0.0827,0.2029
Belgium,South Africa,0.7343,0.0720,0.1937
Belgium,Saudi Arabia,0.7727,0.0529,0.1744
Belgium,Jordan,0.7748,0.0520,0.1732
Belgium,Bosnia & Herzegovina,0.7809,0.0491,0.1700
Belgium,Cape Verde,0.8002,0.0405,0.1593
Belgium,Ghana,0.8197,0.0323,0.1480
Belgium,Curacao,0.8671,0.0149,0.1180
Belgium,Haiti,0.8696,0.0141,0.1163
Belgium,New Zealand,0.8753,0.0126,0.1121
Germany,Netherlands,0.3595,0.3533,0.2872
Germany,Croatia,0.3909,0.3227,0.2864
Germany,Colombia,0.4101,0.3048,0.2851
Germany,Mexico,0.4203,0.2955,0.2842
Germany,Senegal,0.4216,0.2943,0.2841
Germany,Uruguay,0.4376,0.2800,0.2824
Germany,United States,0.4472,0.2716,0.2812
Germany,Japan,0.4515,0.2679,0.2806
Germany,Switzerland,0.4655,0.2559,0.2786
Germany,Iran,0.5125,0.2175,0.2700
Germany,Turkiye,0.5197,0.2118,0.2685
Germany,Austria,0.5298,0.2040,0.2662
Germany,Ecuador,0.5309,0.2031,0.2660
Germany,South Korea,0.5369,0.1986,0.2645
Germany,Norway,0.5381,0.1977,0.2642
Germany,Australia,0.5519,0.1873,0.2608
Germany,Algeria,0.5621,0.1799,0.2580
Germany,Egypt,0.5725,0.1723,0.2552
Germany,Canada,0.5760,0.1698,0.2542
Germany,Ivory Coast,0.5986,0.1541,0.2473
Germany,Panama,0.6006,0.1527,0.2467
Germany,Scotland,0.6316,0.1321,0.2363
Germany,Sweden,0.6357,0.1294,0.2349
Germany,Czechia,0.6406,0.1263,0.2331
Germany,Paraguay,0.6410,0.1261,0.2329
Germany,DR Congo,0.6710,0.1075,0.2215
Germany,Tunisia,0.6749,0.1052,0.2199
Germany,Uzbekistan,0.6923,0.0950,0.2127
Germany,Qatar,0.7005,0.0904,0.2091
Germany,Iraq,0.7084,0.0860,0.2056
Germany,South Africa,0.7284,0.0751,0.1965
Germany,Saudi Arabia,0.7670,0.0556,0.1774
Germany,Jordan,0.7691,0.0546,0.1763
Germany,Bosnia & Herzegovina,0.7754,0.0517,0.1729
Germany,Cape Verde,0.7948,0.0429,0.1623
Germany,Ghana,0.8145,0.0344,0.1511
Germany,Curacao,0.8624,0.0165,0.1211
Germany,Haiti,0.8650,0.0156,0.1194
Germany,New Zealand,0.8736,0.0129,0.1135
Netherlands,Croatia,0.3877,0.3258,0.2865
Netherlands,Colombia,0.4069,0.3078,0.2853
Netherlands,Mexico,0.4171,0.2984,0.2845
Netherlands,Senegal,0.4184,0.2972,0.2844
Netherlands,Uruguay,0.4344,0.2829,0.2827
Netherlands,United States,0.4439,0.2745,0.2816
Netherlands,Japan,0.4482,0.2707,0.2811
Netherlands,Switzerland,0.4622,0.2587,0.2791
Netherlands,Iran,0.5092,0.2201,0.2707
Netherlands,Turkiye,0.5164,0.2144,0.2692
Netherlands,Austria,0.5265,0.2065,0.2670
Netherlands,Ecuador,0.5276,0.2057,0.2667
Netherlands,South Korea,0.5336,0.2011,0.2653
Netherlands,Norway,0.5348,0.2002,0.2650
Netherlands,Australia,0.5487,0.1898,0.2615
Netherlands,Algeria,0.5588,0.1823,0.2589
Netherlands,Egypt,0.5692,0.1747,0.2561
Netherlands,Canada,0.5728,0.1722,0.2550
Netherlands,Ivory Coast,0.5953,0.1563,0.2484
Netherlands,Panama,0.5973,0.1549,0.2478
Netherlands,Scotland,0.6284,0.1342,0.2374
Netherlands,Sweden,0.6325,0.1315,0.2360
Netherlands,Czechia,0.6374,0.1284,0.2342
Netherlands,Paraguay,0.6378,0.1281,0.2341
Netherlands,DR Congo,0.6679,0.1094,0.2227
Netherlands,Tunisia,0.6717,0.1071,0.2212
Netherlands,Uzbekistan,0.6892,0.0968,0.2140
Netherlands,Qatar,0.6974,0.0921,0.2105
Netherlands,Iraq,0.7053,0.0877,0.2070
Netherlands,South Africa,0.7254,0.0767,0.1979
Netherlands,Saudi Arabia,0.7642,0.0570,0.1788
Netherlands,Jordan,0.7663,0.0560,0.1777
Netherlands,Bosnia & Herzegovina,0.7726,0.0530,0.1744
Netherlands,Cape Verde,0.7920,0.0441,0.1639
Netherlands,Ghana,0.8119,0.0355,0.1526
Netherlands,Curacao,0.8600,0.0173,0.1227
Netherlands,Haiti,0.8627,0.0164,0.1209
Netherlands,New Zealand,0.8713,0.0136,0.1151
Croatia,Colombia,0.3752,0.3379,0.2869
Croatia,Mexico,0.3851,0.3282,0.2867
Croatia,Senegal,0.3864,0.3270,0.2866
Croatia,Uruguay,0.4022,0.3122,0.2856
Croatia,United States,0.4116,0.3035,0.2849
Croatia,Japan,0.4159,0.2995,0.2846
Croatia,Switzerland,0.4297,0.2871,0.2832
Croatia,Iran,0.4763,0.2468,0.2769
Croatia,Turkiye,0.4835,0.2408,0.2757
Croatia,Austria,0.4936,0.2326,0.2738
Croatia,Ecuador,0.4947,0.2317,0.2736
Croatia,South Korea,0.5007,0.2268,0.2725
Croatia,Norway,0.5019,0.2259,0.2722
Croatia,Australia,0.5158,0.2149,0.2693
Croatia,Algeria,0.5259,0.2070,0.2671
Croatia,Egypt,0.5364,0.1990,0.2646
Croatia,Canada,0.5400,0.1963,0.2637
Croatia,Ivory Coast,0.5627,0.1795,0.2578
Croatia,Panama,0.5647,0.1779,0.2574
Croatia,Scotland,0.5961,0.1558,0.2481
Croatia,Sweden,0.6004,0.1529,0.2467
Croatia,Czechia,0.6053,0.1495,0.2452
Croatia,Paraguay,0.6057,0.1493,0.2450
Croatia,DR Congo,0.6363,0.1290,0.2347
Croatia,Tunisia,0.6402,0.1266,0.2332
Croatia,Uzbekistan,0.6581,0.1154,0.2265
Croatia,Qatar,0.6665,0.1103,0.2232
Croatia,Iraq,0.6746,0.1054,0.2200
Croatia,South Africa,0.6953,0.0934,0.2113
Croatia,Saudi Arabia,0.7354,0.0715,0.1931
Croatia,Jordan,0.7376,0.0703,0.1921
Croatia,Bosnia & Herzegovina,0.7441,0.0670,0.1889
Croatia,Cape Verde,0.7643,0.0569,0.1788
Croatia,Ghana,0.7850,0.0472,0.1678
Croatia,Curacao,0.8358,0.0260,0.1382
Croatia,Haiti,0.8385,0.0250,0.1365
Croatia,New Zealand,0.8477,0.0216,0.1307
Colombia,Mexico,0.3662,0.3466,0.2872
Colombia,Senegal,0.3675,0.3454,0.2871
Colombia,Uruguay,0.3830,0.3303,0.2867
Colombia,United States,0.3923,0.3214,0.2863
Colombia,Japan,0.3966,0.3174,0.2860
Colombia,Switzerland,0.4103,0.3047,0.2850
Colombia,Iran,0.4566,0.2635,0.2799
Colombia,Turkiye,0.4638,0.2573,0.2789
Colombia,Austria,0.4739,0.2488,0.2773
Colombia,Ecuador,0.4750,0.2479,0.2771
Colombia,South Korea,0.4809,0.2430,0.2761
Colombia,Norway,0.4822,0.2419,0.2759
Colombia,Australia,0.4960,0.2307,0.2733
Colombia,Algeria,0.5061,0.2225,0.2714
Colombia,Egypt,0.5166,0.2142,0.2692
Colombia,Canada,0.5202,0.2115,0.2683
Colombia,Ivory Coast,0.5429,0.1941,0.2630
Colombia,Panama,0.5450,0.1925,0.2625
Colombia,Scotland,0.5765,0.1695,0.2540
Colombia,Sweden,0.5808,0.1665,0.2527
Colombia,Czechia,0.5857,0.1630,0.2513
Colombia,Paraguay,0.5861,0.1627,0.2512
Colombia,DR Congo,0.6170,0.1416,0.2414
Colombia,Tunisia,0.6210,0.1390,0.2400
Colombia,Uzbekistan,0.6391,0.1273,0.2336
Colombia,Qatar,0.6476,0.1219,0.2305
Colombia,Iraq,0.6558,0.1168,0.2274
Colombia,South Africa,0.6767,0.1041,0.2192
Colombia,Saudi Arabia,0.7175,0.0810,0.2015
Colombia,Jordan,0.7197,0.0798,0.2005
Colombia,Bosnia & Herzegovina,0.7264,0.0762,0.1974
Colombia,Cape Verde,0.7471,0.0655,0.1874
Colombia,Ghana,0.7683,0.0550,0.1767
Colombia,Curacao,0.8205,0.0320,0.1475
Colombia,Haiti,0.8233,0.0309,0.1458
Colombia,New Zealand,0.8328,0.0272,0.1400
Mexico,Senegal,0.3577,0.3551,0.2872
Mexico,Uruguay,0.3731,0.3399,0.2870
Mexico,United States,0.3823,0.3309,0.2868
Mexico,Japan,0.3866,0.3269,0.2865
Mexico,Switzerland,0.4001,0.3141,0.2858
Mexico,Iran,0.4463,0.2724,0.2813
Mexico,Turkiye,0.4535,0.2662,0.2803
Mexico,Austria,0.4635,0.2576,0.2789
Mexico,Ecuador,0.4646,0.2566,0.2788
Mexico,South Korea,0.4706,0.2516,0.2778
Mexico,Norway,0.4718,0.2506,0.2776
Mexico,Australia,0.4856,0.2391,0.2753
Mexico,Algeria,0.4957,0.2309,0.2734
Mexico,Egypt,0.5062,0.2224,0.2714
Mexico,Canada,0.5098,0.2196,0.2706
Mexico,Ivory Coast,0.5325,0.2019,0.2656
Mexico,Panama,0.5346,0.2003,0.2651
Mexico,Scotland,0.5662,0.1769,0.2569
Mexico,Sweden,0.5705,0.1738,0.2557
Mexico,Czechia,0.5754,0.1703,0.2543
Mexico,Paraguay,0.5758,0.1700,0.2542
Mexico,DR Congo,0.6069,0.1485,0.2446
Mexico,Tunisia,0.6108,0.1458,0.2434
Mexico,Uzbekistan,0.6290,0.1338,0.2372
Mexico,Qatar,0.6375,0.1283,0.2342
Mexico,Iraq,0.6458,0.1230,0.2312
Mexico,South Africa,0.6669,0.1100,0.2231
Mexico,Saudi Arabia,0.7080,0.0862,0.2058
Mexico,Jordan,0.7103,0.0849,0.2048
Mexico,Bosnia & Herzegovina,0.7170,0.0813,0.2017
Mexico,Cape Verde,0.7379,0.0702,0.1919
Mexico,Ghana,0.7594,0.0593,0.1813
Mexico,Curacao,0.8123,0.0354,0.1523
Mexico,Haiti,0.8152,0.0342,0.1506
Mexico,New Zealand,0.8248,0.0303,0.1449
Senegal,Uruguay,0.3718,0.3411,0.2871
Senegal,United States,0.3810,0.3322,0.2868
Senegal,Japan,0.3853,0.3281,0.2866
Senegal,Switzerland,0.3988,0.3153,0.2859
Senegal,Iran,0.4450,0.2735,0.2815
Senegal,Turkiye,0.4521,0.2673,0.2806
Senegal,Austria,0.4622,0.2587,0.2791
Senegal,Ecuador,0.4633,0.2578,0.2789
Senegal,South Korea,0.4692,0.2527,0.2781
Senegal,Norway,0.4705,0.2517,0.2778
Senegal,Australia,0.4842,0.2402,0.2756
Senegal,Algeria,0.4944,0.2320,0.2736
Senegal,Egypt,0.5049,0.2235,0.2716
Senegal,Canada,0.5084,0.2207,0.2709
Senegal,Ivory Coast,0.5312,0.2030,0.2658
Senegal,Panama,0.5333,0.2014,0.2653
Senegal,Scotland,0.5649,0.1779,0.2572
Senegal,Sweden,0.5691,0.1748,0.2561
Senegal,Czechia,0.5741,0.1712,0.2547
Senegal,Paraguay,0.5745,0.1709,0.2546
Senegal,DR Congo,0.6055,0.1493,0.2452
Senegal,Tunisia,0.6095,0.1467,0.2438
Senegal,Uzbekistan,0.6277,0.1346,0.2377
Senegal,Qatar,0.6362,0.1291,0.2347
Senegal,Iraq,0.6445,0.1239,0.2316
Senegal,South Africa,0.6656,0.1108,0.2236
Senegal,Saudi Arabia,0.7068,0.0869,0.2063
