team_1,team_2,team_1_win_prob,team_2_win_prob,draw_prob
South Africa,Cape Verde,0.4079,0.3201,0.272
South Africa,Saudi Arabia,0.3719,0.3501,0.278
South Africa,Uruguay,0.1261,0.6479,0.226
South Africa,France,0.0446,0.7694,0.186
South Africa,Senegal,0.1063,0.6747,0.219
South Africa,Iraq,0.3839,0.3401,0.276
South Africa,Norway,0.1821,0.5759,0.242
South Africa,Argentina,0.0489,0.7617,0.1894
South Africa,Algeria,0.3151,0.4139,0.271
South Africa,Austria,0.163,0.6,0.237
South Africa,Jordan,0.4199,0.3101,0.27
South Africa,Portugal,0.0743,0.7207,0.205
South Africa,DR Congo,0.4318,0.3002,0.268
South Africa,Uzbekistan,0.4019,0.3251,0.273
South Africa,Colombia,0.1743,0.5857,0.24
South Africa,England,0.1202,0.6558,0.224
South Africa,Croatia,0.1558,0.6092,0.235
South Africa,Ghana,0.3401,0.3839,0.276
South Africa,Panama,0.366,0.355,0.279
South Korea,Czechia,0.4259,0.3051,0.269
South Korea,Canada,0.4437,0.2903,0.266
South Korea,Bosnia and Herzegovina,0.5072,0.2378,0.255
South Korea,Qatar,0.4614,0.2756,0.263
South Korea,Switzerland,0.2517,0.4903,0.258
South Korea,Brazil,0.1261,0.6479,0.226
South Korea,Morocco,0.163,0.6,0.237
South Korea,Haiti,0.5709,0.1861,0.243
South Korea,Scotland,0.4555,0.2805,0.264
South Korea,USA,0.3351,0.3899,0.275
South Korea,Paraguay,0.3779,0.3451,0.277
South Korea,Australia,0.4139,0.3151,0.271
South Korea,Turkey,0.3839,0.3401,0.276
South Korea,Germany,0.1558,0.6092,0.235
South Korea,Curaçao,0.5608,0.1942,0.245
South Korea,Côte d'Ivoire,0.3959,0.3301,0.274
South Korea,Ecuador,0.2756,0.4614,0.263
South Korea,Netherlands,0.1782,0.5808,0.241
South Korea,Japan,0.1523,0.6137,0.234
South Korea,Sweden,0.3899,0.3351,0.275
South Korea,Tunisia,0.4378,0.2952,0.267
South Korea,Belgium,0.142,0.627,0.231
South Korea,Egypt,0.366,0.355,0.279
South Korea,Iran,0.4019,0.3251,0.273
South Korea,New Zealand,0.5346,0.2154,0.25
South Korea,Spain,0.0782,0.7148,0.207
South Korea,Cape Verde,0.5183,0.2287,0.253
South Korea,Saudi Arabia,0.4846,0.2564,0.259
South Korea,Uruguay,0.1942,0.5608,0.245
South Korea,France,0.0743,0.7207,0.205
South Korea,Senegal,0.1667,0.5953,0.238
South Korea,Iraq,0.496,0.247,0.257
South Korea,Norway,0.266,0.473,0.261
South Korea,Argentina,0.0811,0.7105,0.2084
South Korea,Algeria,0.4199,0.3101,0.27
South Korea,Austria,0.2424,0.5016,0.256
South Korea,Jordan,0.5292,0.2198,0.251
South Korea,Portugal,0.1202,0.6558,0.224
South Korea,DR Congo,0.54,0.211,0.249
South Korea,Uzbekistan,0.5128,0.2332,0.254
South Korea,Colombia,0.2564,0.4846,0.259
South Korea,England,0.1861,0.5709,0.243
South Korea,Croatia,0.2332,0.5128,0.254
South Korea,Ghana,0.4496,0.2854,0.265
South Korea,Panama,0.4788,0.2612,0.26
Czechia,Canada,0.3779,0.3451,0.277
Czechia,Bosnia and Herzegovina,0.4437,0.2903,0.266
Czechia,Qatar,0.3959,0.3301,0.274
Czechia,Switzerland,0.2025,0.5505,0.247
Czechia,Brazil,0.0961,0.6889,0.215
Czechia,Morocco,0.1261,0.6479,0.226
Czechia,Haiti,0.5128,0.2332,0.254
Czechia,Scotland,0.3899,0.3351,0.275
Czechia,USA,0.2805,0.4555,0.264
Czechia,Paraguay,0.3201,0.4079,0.272
Czechia,Australia,0.3501,0.3719,0.278
Czechia,Turkey,0.3251,0.4019,0.273
Czechia,Germany,0.1202,0.6558,0.224
Czechia,Curaçao,0.5016,0.2424,0.256
Czechia,Côte d'Ivoire,0.3351,0.3899,0.275
Czechia,Ecuador,0.2242,0.5238,0.252
Czechia,Netherlands,0.1387,0.6313,0.23
Czechia,Japan,0.1173,0.6597,0.223
Czechia,Sweden,0.3301,0.3959,0.274
Czechia,Tunisia,0.3719,0.3501,0.278
Czechia,Belgium,0.1089,0.6711,0.22
Czechia,Egypt,0.3101,0.4199,0.27
Czechia,Iran,0.3401,0.3839,0.276
Czechia,New Zealand,0.473,0.266,0.261
Czechia,Spain,0.0585,0.7455,0.196
Czechia,Cape Verde,0.4555,0.2805,0.264
Czechia,Saudi Arabia,0.4199,0.3101,0.27
Czechia,Uruguay,0.1523,0.6137,0.234
Czechia,France,0.0554,0.7506,0.194
Czechia,Senegal,0.1292,0.6438,0.227
Czechia,Iraq,0.4318,0.3002,0.268
Czechia,Norway,0.2154,0.5346,0.25
Czechia,Argentina,0.0607,0.7419,0.1974
Czechia,Algeria,0.355,0.366,0.279
Czechia,Austria,0.1942,0.5608,0.245
Czechia,Jordan,0.4672,0.2708,0.262
Czechia,Portugal,0.0913,0.6957,0.213
Czechia,DR Congo,0.4788,0.2612,0.26
Czechia,Uzbekistan,0.4496,0.2854,0.265
Czechia,Colombia,0.2068,0.5452,0.248
Czechia,England,0.1454,0.6226,0.232
Czechia,Croatia,0.1861,0.5709,0.243
Czechia,Ghana,0.3839,0.3401,0.276
Czechia,Panama,0.4139,0.3151,0.271
Canada,Bosnia and Herzegovina,0.4259,0.3051,0.269
Canada,Qatar,0.3779,0.3451,0.277
Canada,Switzerland,0.1901,0.5659,0.244
Canada,Brazil,0.089,0.699,0.212
Canada,Morocco,0.1173,0.6597,0.223
Canada,Haiti,0.496,0.247,0.257
Canada,Scotland,0.3719,0.3501,0.278
Canada,USA,0.266,0.473,0.261
Canada,Paraguay,0.3051,0.4259,0.269
Canada,Australia,0.3351,0.3899,0.275
Canada,Turkey,0.3101,0.4199,0.27
Canada,Germany,0.1117,0.6673,0.221
Canada,Curaçao,0.4846,0.2564,0.259
Canada,Côte d'Ivoire,0.3201,0.4079,0.272
Canada,Ecuador,0.211,0.54,0.249
Canada,Netherlands,0.1292,0.6438,0.227
Canada,Japan,0.1089,0.6711,0.22
Canada,Sweden,0.3151,0.4139,0.271
Canada,Tunisia,0.355,0.366,0.279
Canada,Belgium,0.1011,0.6819,0.217
Canada,Egypt,0.2952,0.4378,0.267
Canada,Iran,0.3251,0.4019,0.273
Canada,New Zealand,0.4555,0.2805,0.264
Canada,Spain,0.0539,0.7531,0.193
Canada,Cape Verde,0.4378,0.2952,0.267
Canada,Saudi Arabia,0.4019,0.3251,0.273
Canada,Uruguay,0.142,0.627,0.231
Canada,France,0.0511,0.7579,0.191
Canada,Senegal,0.1202,0.6558,0.224
Canada,Iraq,0.4139,0.3151,0.271
Canada,Norway,0.2025,0.5505,0.247
Canada,Argentina,0.056,0.7496,0.1944
Canada,Algeria,0.3401,0.3839,0.276
Canada,Austria,0.1821,0.5759,0.242
Canada,Jordan,0.4496,0.2854,0.265
Canada,Portugal,0.0846,0.7054,0.21
Canada,DR Congo,0.4614,0.2756,0.263
Canada,Uzbekistan,0.4318,0.3002,0.268
Canada,Colombia,0.1942,0.5608,0.245
Canada,England,0.1355,0.6355,0.229
Canada,Croatia,0.1743,0.5857,0.24
Canada,Ghana,0.366,0.355,0.279
Canada,Panama,0.3959,0.3301,0.274
Bosnia and Herzegovina,Qatar,0.3201,0.4079,0.272
Bosnia and Herzegovina,Switzerland,0.1488,0.6182,0.233
Bosnia and Herzegovina,Brazil,0.0668,0.7322,0.201
Bosnia and Herzegovina,Morocco,0.089,0.699,0.212
Bosnia and Herzegovina,Haiti,0.4318,0.3002,0.268
Bosnia and Herzegovina,Scotland,0.3151,0.4139,0.271
Bosnia and Herzegovina,USA,0.2154,0.5346,0.25
Bosnia and Herzegovina,Paraguay,0.2517,0.4903,0.258
Bosnia and Herzegovina,Australia,0.2805,0.4555,0.264
Bosnia and Herzegovina,Turkey,0.2564,0.4846,0.259
Bosnia and Herzegovina,Germany,0.0846,0.7054,0.21
Bosnia and Herzegovina,Curaçao,0.4199,0.3101,0.27
Bosnia and Herzegovina,Côte d'Ivoire,0.266,0.473,0.261
Bosnia and Herzegovina,Ecuador,0.1667,0.5953,0.238
Bosnia and Herzegovina,Netherlands,0.0986,0.6854,0.216
Bosnia and Herzegovina,Japan,0.0824,0.7086,0.209
Bosnia and Herzegovina,Sweden,0.2612,0.4788,0.26
Bosnia and Herzegovina,Tunisia,0.3002,0.4318,0.268
Bosnia and Herzegovina,Belgium,0.0762,0.7178,0.206
Bosnia and Herzegovina,Egypt,0.2424,0.5016,0.256
Bosnia and Herzegovina,Iran,0.2708,0.4672,0.262
Bosnia and Herzegovina,New Zealand,0.3899,0.3351,0.275
Bosnia and Herzegovina,Spain,0.0399,0.7781,0.182
Bosnia and Herzegovina,Cape Verde,0.3719,0.3501,0.278
Bosnia and Herzegovina,Saudi Arabia,0.3401,0.3839,0.276
Bosnia and Herzegovina,Uruguay,0.1089,0.6711,0.22
Bosnia and Herzegovina,France,0.0378,0.7822,0.18
Bosnia and Herzegovina,Senegal,0.0913,0.6957,0.213
Bosnia and Herzegovina,Iraq,0.3501,0.3719,0.278
Bosnia and Herzegovina,Norway,0.1594,0.6046,0.236
Bosnia and Herzegovina,Argentina,0.0415,0.7751,0.1834
Bosnia and Herzegovina,Algeria,0.2854,0.4496,0.265
Bosnia and Herzegovina,Austria,0.142,0.627,0.231
Bosnia and Herzegovina,Jordan,0.3839,0.3401,0.276
Bosnia and Herzegovina,Portugal,0.0634,0.7376,0.199
Bosnia and Herzegovina,DR Congo,0.3959,0.3301,0.274
Bosnia and Herzegovina,Uzbekistan,0.366,0.355,0.279
Bosnia and Herzegovina,Colombia,0.1523,0.6137,0.234
Bosnia and Herzegovina,England,0.1036,0.6784,0.218
Bosnia and Herzegovina,Croatia,0.1355,0.6355,0.229
Bosnia and Herzegovina,Ghana,0.3101,0.4199,0.27
Bosnia and Herzegovina,Panama,0.3351,0.3899,0.275
Qatar,Switzerland,0.1782,0.5808,0.241
Qatar,Brazil,0.0824,0.7086,0.209
Qatar,Morocco,0.1089,0.6711,0.22
Qatar,Haiti,0.4788,0.2612,0.26
Qatar,Scotland,0.355,0.366,0.279
Qatar,USA,0.2517,0.4903,0.258
Qatar,Paraguay,0.2903,0.4437,0.266
Qatar,Australia,0.3201,0.4079,0.272
Qatar,Turkey,0.2952,0.4378,0.267
Qatar,Germany,0.1036,0.6784,0.218
Qatar,Curaçao,0.4672,0.2708,0.262
Qatar,Côte d'Ivoire,0.3051,0.4259,0.269
Qatar,Ecuador,0.1983,0.5557,0.246
Qatar,Netherlands,0.1202,0.6558,0.224
Qatar,Japan,0.1011,0.6819,0.217
Qatar,Sweden,0.3002,0.4318,0.268
Qatar,Tunisia,0.3401,0.3839,0.276
Qatar,Belgium,0.0937,0.6923,0.214
Qatar,Egypt,0.2805,0.4555,0.264
Qatar,Iran,0.3101,0.4199,0.27
Qatar,New Zealand,0.4378,0.2952,0.267
Qatar,Spain,0.0497,0.7603,0.19
Qatar,Cape Verde,0.4199,0.3101,0.27
Qatar,Saudi Arabia,0.3839,0.3401,0.276
Qatar,Uruguay,0.1323,0.6397,0.228
Qatar,France,0.0471,0.7649,0.188
Qatar,Senegal,0.1117,0.6673,0.221
Qatar,Iraq,0.3959,0.3301,0.274
Qatar,Norway,0.1901,0.5659,0.244
Qatar,Argentina,0.0516,0.757,0.1914
Qatar,Algeria,0.3251,0.4019,0.273
Qatar,Austria,0.1705,0.5905,0.239
Qatar,Jordan,0.4318,0.3002,0.268
Qatar,Portugal,0.0782,0.7148,0.207
Qatar,DR Congo,0.4437,0.2903,0.266
Qatar,Uzbekistan,0.4139,0.3151,0.271
Qatar,Colombia,0.1821,0.5759,0.242
Qatar,England,0.1261,0.6479,0.226
Qatar,Croatia,0.163,0.6,0.237
Qatar,Ghana,0.3501,0.3719,0.278
Qatar,Panama,0.3779,0.3451,0.277
Switzerland,Brazil,0.2068,0.5452,0.248
Switzerland,Morocco,0.2564,0.4846,0.259
Switzerland,Haiti,0.6673,0.1117,0.221
Switzerland,Scotland,0.5759,0.1821,0.242
Switzerland,USA,0.4614,0.2756,0.263
Switzerland,Paraguay,0.5072,0.2378,0.255
Switzerland,Australia,0.54,0.211,0.249
Switzerland,Turkey,0.5128,0.2332,0.254
Switzerland,Germany,0.247,0.496,0.257
Switzerland,Curaçao,0.6597,0.1173,0.223
Switzerland,Côte d'Ivoire,0.5238,0.2242,0.252
Switzerland,Ecuador,0.3899,0.3351,0.275
Switzerland,Netherlands,0.2756,0.4614,0.263
Switzerland,Japan,0.2424,0.5016,0.256
Switzerland,Sweden,0.5183,0.2287,0.253
Switzerland,Tunisia,0.5608,0.1942,0.245
Switzerland,Belgium,0.2287,0.5183,0.253
Switzerland,Egypt,0.496,0.247,0.257
Switzerland,Iran,0.5292,0.2198,0.251
Switzerland,New Zealand,0.6397,0.1323,0.228
Switzerland,Spain,0.1355,0.6355,0.229
Switzerland,Cape Verde,0.627,0.142,0.231
Switzerland,Saudi Arabia,0.6,0.163,0.237
Switzerland,Uruguay,0.2952,0.4378,0.267
Switzerland,France,0.1292,0.6438,0.227
Switzerland,Senegal,0.2612,0.4788,0.26
Switzerland,Iraq,0.6092,0.1558,0.235
Switzerland,Norway,0.3779,0.3451,0.277
Switzerland,Argentina,0.14,0.6296,0.2304
Switzerland,Algeria,0.5452,0.2068,0.248
Switzerland,Austria,0.3501,0.3719,0.278
Switzerland,Jordan,0.6355,0.1355,0.229
Switzerland,Portugal,0.1983,0.5557,0.246
Switzerland,DR Congo,0.6438,0.1292,0.227
Switzerland,Uzbekistan,0.6226,0.1454,0.232
Switzerland,Colombia,0.366,0.355,0.279
Switzerland,England,0.2854,0.4496,0.265
Switzerland,Croatia,0.3401,0.3839,0.276
Switzerland,Ghana,0.5709,0.1861,0.243
Switzerland,Panama,0.5953,0.1667,0.238
Brazil,Morocco,0.4259,0.3051,0.269
Brazil,Haiti,0.7626,0.0484,0.189
Brazil,Scotland,0.7054,0.0846,0.21
Brazil,USA,0.627,0.142,0.231
Brazil,Paraguay,0.6597,0.1173,0.223
Brazil,Australia,0.6819,0.1011,0.217
Brazil,Turkey,0.6636,0.1144,0.222
Brazil,Germany,0.4139,0.3151,0.271
Brazil,Curaçao,0.7579,0.0511,0.191
Brazil,Côte d'Ivoire,0.6711,0.1089,0.22
Brazil,Ecuador,0.5709,0.1861,0.243
Brazil,Netherlands,0.4496,0.2854,0.265
Brazil,Japan,0.4079,0.3201,0.272
Brazil,Sweden,0.6673,0.1117,0.221
Brazil,Tunisia,0.6957,0.0913,0.213
Brazil,Belgium,0.3899,0.3351,0.275
Brazil,Egypt,0.6519,0.1231,0.225
Brazil,Iran,0.6747,0.1063,0.219
Brazil,New Zealand,0.7455,0.0585,0.196
Brazil,Spain,0.266,0.473,0.261
Brazil,Cape Verde,0.7376,0.0634,0.199
Brazil,Saudi Arabia,0.7207,0.0743,0.205
Brazil,Uruguay,0.473,0.266,0.261
Brazil,France,0.2564,0.4846,0.259
Brazil,Senegal,0.4318,0.3002,0.268
Brazil,Iraq,0.7265,0.0705,0.203
Brazil,Norway,0.5608,0.1942,0.245
Brazil,Argentina,0.2727,0.4649,0.2624
Brazil,Algeria,0.6854,0.0986,0.216
Brazil,Austria,0.5346,0.2154,0.25
Brazil,Jordan,0.7429,0.0601,0.197
Brazil,Portugal,0.3501,0.3719,0.278
Brazil,DR Congo,0.7481,0.0569,0.195
Brazil,Uzbekistan,0.7349,0.0651,0.2
Brazil,Colombia,0.5505,0.2025,0.247
Brazil,England,0.4614,0.2756,0.263
Brazil,Croatia,0.5238,0.2242,0.252
Brazil,Ghana,0.7022,0.0868,0.211
Brazil,Panama,0.7178,0.0762,0.206
Morocco,Haiti,0.7349,0.0651,0.2
Morocco,Scotland,0.6673,0.1117,0.221
Morocco,USA,0.5759,0.1821,0.242
Morocco,Paraguay,0.6137,0.1523,0.234
Morocco,Australia,0.6397,0.1323,0.228
Morocco,Turkey,0.6182,0.1488,0.233
Morocco,Germany,0.3501,0.3719,0.278
Morocco,Curaçao,0.7294,0.0686,0.202
Morocco,Côte d'Ivoire,0.627,0.142,0.231
Morocco,Ecuador,0.5128,0.2332,0.254
Morocco,Netherlands,0.3839,0.3401,0.276
Morocco,Japan,0.3451,0.3779,0.277
Morocco,Sweden,0.6226,0.1454,0.232
Morocco,Tunisia,0.6558,0.1202,0.224
Morocco,Belgium,0.3301,0.3959,0.274
Morocco,Egypt,0.6046,0.1594,0.236
Morocco,Iran,0.6313,0.1387,0.23
Morocco,New Zealand,0.7148,0.0782,0.207
Morocco,Spain,0.2154,0.5346,0.25
Morocco,Cape Verde,0.7054,0.0846,0.21
Morocco,Saudi Arabia,0.6854,0.0986,0.216
Morocco,Uruguay,0.4079,0.3201,0.272
Morocco,France,0.2068,0.5452,0.248
Morocco,Senegal,0.366,0.355,0.279
Morocco,Iraq,0.6923,0.0937,0.214
Morocco,Norway,0.5016,0.2424,0.256
Morocco,Argentina,0.2215,0.5271,0.2514
Morocco,Algeria,0.6438,0.1292,0.227
Morocco,Austria,0.473,0.266,0.261
Morocco,Jordan,0.7117,0.0803,0.208
Morocco,Portugal,0.2952,0.4378,0.267
Morocco,DR Congo,0.7178,0.0762,0.206
Morocco,Uzbekistan,0.7022,0.0868,0.211
Morocco,Colombia,0.4903,0.2517,0.258
Morocco,England,0.3959,0.3301,0.274
Morocco,Croatia,0.4614,0.2756,0.263
Morocco,Ghana,0.6636,0.1144,0.222
Morocco,Panama,0.6819,0.1011,0.217
Haiti,Scotland,0.2564,0.4846,0.259
Haiti,USA,0.1667,0.5953,0.238
Haiti,Paraguay,0.1983,0.5557,0.246
Haiti,Australia,0.2242,0.5238,0.252
Haiti,Turkey,0.2025,0.5505,0.247
Haiti,Germany,0.0617,0.7403,0.198
Haiti,Curaçao,0.3501,0.3719,0.278
Haiti,Côte d'Ivoire,0.211,0.54,0.249
Haiti,Ecuador,0.1261,0.6479,0.226
Haiti,Netherlands,0.0723,0.7237,0.204
Haiti,Japan,0.0601,0.7429,0.197
Haiti,Sweden,0.2068,0.5452,0.248
Haiti,Tunisia,0.2424,0.5016,0.256
Haiti,Belgium,0.0554,0.7506,0.194
Haiti,Egypt,0.1901,0.5659,0.244
Haiti,Iran,0.2154,0.5346,0.25
Haiti,New Zealand,0.3251,0.4019,0.273
Haiti,Spain,0.0282,0.7918,0.18
Haiti,Cape Verde,0.3101,0.4199,0.27
Haiti,Saudi Arabia,0.2805,0.4555,0.264
Haiti,Uruguay,0.0803,0.7117,0.208
Haiti,France,0.0266,0.7934,0.18
Haiti,Senegal,0.0668,0.7322,0.201
Haiti,Iraq,0.2903,0.4437,0.266
Haiti,Norway,0.1202,0.6558,0.224
Haiti,Argentina,0.0294,0.7906,0.18
Haiti,Algeria,0.2287,0.5183,0.253
Haiti,Austria,0.1063,0.6747,0.219
Haiti,Jordan,0.3201,0.4079,0.272
Haiti,Portugal,0.0458,0.7672,0.187
Haiti,DR Congo,0.3301,0.3959,0.274
Haiti,Uzbekistan,0.3051,0.4259,0.269
Haiti,Colombia,0.1144,0.6636,0.222
Haiti,England,0.0762,0.7178,0.206
Haiti,Croatia,0.1011,0.6819,0.217
Haiti,Ghana,0.2517,0.4903,0.258
Haiti,Panama,0.2756,0.4614,0.263
Scotland,USA,0.2564,0.4846,0.259
Scotland,Paraguay,0.2952,0.4378,0.267
Scotland,Australia,0.3251,0.4019,0.273
Scotland,Turkey,0.3002,0.4318,0.268
Scotland,Germany,0.1063,0.6747,0.219
Scotland,Curaçao,0.473,0.266,0.261
Scotland,Côte d'Ivoire,0.3101,0.4199,0.27
Scotland,Ecuador,0.2025,0.5505,0.247
Scotland,Netherlands,0.1231,0.6519,0.225
Scotland,Japan,0.1036,0.6784,0.218
Scotland,Sweden,0.3051,0.4259,0.269
Scotland,Tunisia,0.3451,0.3779,0.277
Scotland,Belgium,0.0961,0.6889,0.215
Scotland,Egypt,0.2854,0.4496,0.265
Scotland,Iran,0.3151,0.4139,0.271
Scotland,New Zealand,0.4437,0.2903,0.266
Scotland,Spain,0.0511,0.7579,0.191
Scotland,Cape Verde,0.4259,0.3051,0.269
Scotland,Saudi Arabia,0.3899,0.3351,0.275
Scotland,Uruguay,0.1355,0.6355,0.229
Scotland,France,0.0484,0.7626,0.189
Scotland,Senegal,0.1144,0.6636,0.222
Scotland,Iraq,0.4019,0.3251,0.273
Scotland,Norway,0.1942,0.5608,0.245
Scotland,Argentina,0.0531,0.7545,0.1924
Scotland,Algeria,0.3301,0.3959,0.274
Scotland,Austria,0.1743,0.5857,0.24
Scotland,Jordan,0.4378,0.2952,0.267
Scotland,Portugal,0.0803,0.7117,0.208
Scotland,DR Congo,0.4496,0.2854,0.265
Scotland,Uzbekistan,0.4199,0.3101,0.27
Scotland,Colombia,0.1861,0.5709,0.243
Scotland,England,0.1292,0.6438,0.227
Scotland,Croatia,0.1667,0.5953,0.238
Scotland,Ghana,0.355,0.366,0.279
Scotland,Panama,0.3839,0.3401,0.276
USA,Paraguay,0.4079,0.3201,0.272
USA,Australia,0.4437,0.2903,0.266
USA,Turkey,0.4139,0.3151,0.271
USA,Germany,0.1743,0.5857,0.24
USA,Curaçao,0.5857,0.1743,0.24
USA,Côte d'Ivoire,0.4259,0.3051,0.269
USA,Ecuador,0.3002,0.4318,0.268
USA,Netherlands,0.1983,0.5557,0.246
USA,Japan,0.1705,0.5905,0.239
USA,Sweden,0.4199,0.3101,0.27
USA,Tunisia,0.4672,0.2708,0.262
USA,Belgium,0.1594,0.6046,0.236
USA,Egypt,0.3959,0.3301,0.274
USA,Iran,0.4318,0.3002,0.268
USA,New Zealand,0.5608,0.1942,0.245
USA,Spain,0.089,0.699,0.212
USA,Cape Verde,0.5452,0.2068,0.248
USA,Saudi Arabia,0.5128,0.2332,0.254
USA,Uruguay,0.2154,0.5346,0.25
USA,France,0.0846,0.7054,0.21
USA,Senegal,0.1861,0.5709,0.243
USA,Iraq,0.5238,0.2242,0.252
USA,Norway,0.2903,0.4437,0.266
USA,Argentina,0.0923,0.6943,0.2134
USA,Algeria,0.4496,0.2854,0.265
USA,Austria,0.266,0.473,0.261
USA,Jordan,0.5557,0.1983,0.246
USA,Portugal,0.1355,0.6355,0.229
USA,DR Congo,0.5659,0.1901,0.244
USA,Uzbekistan,0.54,0.211,0.249
USA,Colombia,0.2805,0.4555,0.264
USA,England,0.2068,0.5452,0.248
USA,Croatia,0.2564,0.4846,0.259
USA,Ghana,0.4788,0.2612,0.26
USA,Panama,0.5072,0.2378,0.255
Paraguay,Australia,0.3959,0.3301,0.274
Paraguay,Turkey,0.366,0.355,0.279
Paraguay,Germany,0.1454,0.6226,0.232
Paraguay,Curaçao,0.5452,0.2068,0.248
Paraguay,Côte d'Ivoire,0.3779,0.3451,0.277
Paraguay,Ecuador,0.2612,0.4788,0.26
Paraguay,Netherlands,0.1667,0.5953,0.238
Paraguay,Japan,0.142,0.627,0.231
Paraguay,Sweden,0.3719,0.3501,0.278
Paraguay,Tunisia,0.4199,0.3101,0.27
Paraguay,Belgium,0.1323,0.6397,0.228
Paraguay,Egypt,0.3501,0.3719,0.278
Paraguay,Iran,0.3839,0.3401,0.276
Paraguay,New Zealand,0.5183,0.2287,0.253
Paraguay,Spain,0.0723,0.7237,0.204
Paraguay,Cape Verde,0.5016,0.2424,0.256
Paraguay,Saudi Arabia,0.4672,0.2708,0.262
Paraguay,Uruguay,0.1821,0.5759,0.242
Paraguay,France,0.0686,0.7294,0.202
Paraguay,Senegal,0.1558,0.6092,0.235
Paraguay,Iraq,0.4788,0.2612,0.26
Paraguay,Norway,0.2517,0.4903,0.258
Paraguay,Argentina,0.075,0.7196,0.2054
Paraguay,Algeria,0.4019,0.3251,0.273
Paraguay,Austria,0.2287,0.5183,0.253
Paraguay,Jordan,0.5128,0.2332,0.254
Paraguay,Portugal,0.1117,0.6673,0.221
Paraguay,DR Congo,0.5238,0.2242,0.252
Paraguay,Uzbekistan,0.496,0.247,0.257
Paraguay,Colombia,0.2424,0.5016,0.256
Paraguay,England,0.1743,0.5857,0.24
Paraguay,Croatia,0.2198,0.5292,0.251
Paraguay,Ghana,0.4318,0.3002,0.268
